Experiment,E2E_GFLOPs/Sample,E2E_Latency_ms/Sample,E2E_Total_Params,E2E_Param_Mem_MB,Max_Peak_VRAM_MB,FM_GFLOPs/Sample,FM_Latency_ms/Sample,Geom_GFLOPs/Sample,Geom_Latency_ms/Sample,Classifier_GFLOPs/Sample,Classifier_Latency_ms/Sample,Classifier_Total_Params,Classifier_Param_Mem_MB,Classifier_XGB_Model_Mem_MB,Classifier_Peak_VRAM_MB
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_CrossAttn__Train2Val_UniProt,195.3315,11.66,1230827004,3598.44,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_CrossAttn__Train2Val_ProteinGym,195.3315,11.53,1230827004,3598.44,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Transformer__Train2Val_Test,195.3399,11.59,1231879164,3602.45,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Transformer__Train2Val_ClinVarHQ,195.3399,11.75,1231879164,3602.45,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Transformer__Train2Val_UniProt,195.3399,11.68,1231879164,3602.45,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Transformer__Train2Val_ProteinGym,195.3399,11.54,1231879164,3602.45,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Gating__Train2Val_Test,195.3322,11.58,1229052924,3591.67,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Gating__Train2Val_ClinVarHQ,195.3322,11.75,1229052924,3591.67,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Gating__Train2Val_UniProt,195.3322,11.66,1229052924,3591.67,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Gating__Train2Val_ProteinGym,195.3322,11.52,1229052924,3591.67,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_Test,195.3315,11.58,1228725756,3590.42,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_ClinVarHQ,195.3315,11.74,1228725756,3590.42,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_UniProt,195.3315,11.66,1228725756,3590.42,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_ProteinGym,195.3315,11.52,1228725756,3590.42,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_Test,195.3315,11.57,1228725756,3590.42,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ClinVarHQ,195.3315,11.73,1228725756,3590.42,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_UniProt,195.3315,11.65,1228725756,3590.42,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ProteinGym,195.3315,11.51,1228725756,3590.42,3643.92,,,,,,,,,,
train2__val_center_dna_nt_v3_650m_None_PyTorch_Concat__Train2Val_Test,76.9386,6.9,652849212,2490.42,3643.92,,,,,,,,,,
train2__val_center_dna_nt_v3_650m_None_PyTorch_Concat__Train2Val_ClinVarHQ,76.9386,6.98,652849212,2490.42,3643.92,,,,,,,,,,
train2__val_center_dna_nt_v3_650m_None_PyTorch_Concat__Train2Val_UniProt,76.9386,6.97,652849212,2490.42,3643.92,,,,,,,,,,
train2__val_center_dna_nt_v3_650m_None_PyTorch_Concat__Train2Val_ProteinGym,76.9386,6.81,652849212,2490.42,3643.92,,,,,,,,,,
train2__val_center_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train2Val_Test,76.9386,6.89,652849212,2490.42,3643.92,,,,,,,,,,
train2__val_center_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train2Val_ClinVarHQ,76.9386,6.99,652849212,2490.42,3643.92,,,,,,,,,,
train2__val_center_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train2Val_UniProt,76.9386,6.97,652849212,2490.42,3643.92,,,,,,,,,,
train2__val_center_dna_nt_v3_650m_None_Pure_XGBoost_Concat__Train2Val_ProteinGym,76.9386,6.82,652849212,2490.42,3643.92,,,,,,,,,,
train2__val_center_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train2Val_Test,76.9386,6.89,652849212,2490.42,3643.92,,,,,,,,,,
train2__val_center_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train2Val_ClinVarHQ,76.9386,6.98,652849212,2490.42,3643.92,,,,,,,,,,
train2__val_center_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train2Val_UniProt,76.9386,6.96,652849212,2490.42,3643.92,,,,,,,,,,
train2__val_center_dna_nt_v3_650m_None_Hybrid_Concat_XGBoost__Train2Val_ProteinGym,76.9386,6.81,652849212,2490.42,3643.92,,,,,,,,,,
train2__val_center_prot_None_esmc_600m_PyTorch_Concat__Train2Val_Test,118.3928,4.68,575860161,1099.94,1469.0,,,,,,,,,,
train2__val_center_prot_None_esmc_600m_PyTorch_Concat__Train2Val_ClinVarHQ,118.3928,4.76,575860161,1099.94,1469.0,,,,,,,,,,
train2__val_center_prot_None_esmc_600m_PyTorch_Concat__Train2Val_UniProt,118.3928,4.69,575860161,1099.94,1469.0,,,,,,,,,,
train2__val_center_prot_None_esmc_600m_PyTorch_Concat__Train2Val_ProteinGym,118.3928,4.7,575860161,1099.94,1469.0,,,,,,,,,,
train2__val_center_prot_None_esmc_600m_Pure_XGBoost_Concat__Train2Val_Test,118.3928,4.68,575860161,1099.94,1469.0,,,,,,,,,,
train2__val_center_prot_None_esmc_600m_Pure_XGBoost_Concat__Train2Val_ClinVarHQ,118.3928,4.76,575860161,1099.94,1469.0,,,,,,,,,,
train2__val_center_prot_None_esmc_600m_Pure_XGBoost_Concat__Train2Val_UniProt,118.3928,4.69,575860161,1099.94,1469.0,,,,,,,,,,
train2__val_center_prot_None_esmc_600m_Pure_XGBoost_Concat__Train2Val_ProteinGym,118.3928,4.71,575860161,1099.94,1469.0,,,,,,,,,,
train2__val_center_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_Test,118.3928,4.68,575860161,1099.94,1469.0,,,,,,,,,,
train2__val_center_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ClinVarHQ,118.3928,4.75,575860161,1099.94,1469.0,,,,,,,,,,
train2__val_center_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_UniProt,118.3928,4.69,575860161,1099.94,1469.0,,,,,,,,,,
train2__val_center_prot_None_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ProteinGym,118.3928,4.7,575860161,1099.94,1469.0,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train2Val_Test,195.3315,11.57,1230827004,3598.44,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train2Val_ClinVarHQ,195.3315,11.73,1230827004,3598.44,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train2Val_UniProt,195.3315,11.65,1230827004,3598.44,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train2Val_ProteinGym,195.3315,11.51,1230827004,3598.44,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Transformer_XGBoost__Train2Val_Test,195.3399,11.57,1231879164,3602.45,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Transformer_XGBoost__Train2Val_ClinVarHQ,195.3399,11.74,1231879164,3602.45,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Transformer_XGBoost__Train2Val_UniProt,195.3399,11.65,1231879164,3602.45,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Transformer_XGBoost__Train2Val_ProteinGym,195.3399,11.51,1231879164,3602.45,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Gating_XGBoost__Train2Val_Test,195.3322,11.57,1229052924,3591.67,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Gating_XGBoost__Train2Val_ClinVarHQ,195.3322,11.73,1229052924,3591.67,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Gating_XGBoost__Train2Val_UniProt,195.3322,11.65,1229052924,3591.67,3643.92,,,,,,,,,,
train2__val_center_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Gating_XGBoost__Train2Val_ProteinGym,195.3322,11.51,1229052924,3591.67,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_Test,195.3315,11.58,1228726140,3590.42,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_ClinVarHQ,195.3315,11.74,1228726140,3590.42,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_UniProt,195.3315,11.66,1228726140,3590.42,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_ProteinGym,195.3315,11.52,1228726140,3590.42,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_PyTorch_CrossAttn__Train2Val_Test,195.3315,11.59,1230827388,3598.44,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_PyTorch_CrossAttn__Train2Val_ClinVarHQ,195.3315,11.75,1230827388,3598.44,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_PyTorch_CrossAttn__Train2Val_UniProt,195.3315,11.67,1230827388,3598.44,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_PyTorch_CrossAttn__Train2Val_ProteinGym,195.3315,11.53,1230827388,3598.44,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Transformer__Train2Val_Test,195.3399,11.6,1231879548,3602.45,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Transformer__Train2Val_ClinVarHQ,195.3399,11.77,1231879548,3602.45,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Transformer__Train2Val_UniProt,195.3399,11.68,1231879548,3602.45,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Transformer__Train2Val_ProteinGym,195.3399,11.54,1231879548,3602.45,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Gating__Train2Val_Test,195.3322,11.58,1229053308,3591.67,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Gating__Train2Val_ClinVarHQ,195.3322,11.74,1229053308,3591.67,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Gating__Train2Val_UniProt,195.3322,11.66,1229053308,3591.67,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_PyTorch_Gating__Train2Val_ProteinGym,195.3322,11.52,1229053308,3591.67,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_Test,195.3315,11.58,1228726140,3590.42,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_ClinVarHQ,195.3315,11.74,1228726140,3590.42,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_UniProt,195.3315,11.66,1228726140,3590.42,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_ProteinGym,195.3315,11.52,1228726140,3590.42,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_Test,195.3315,11.57,1228726140,3590.42,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ClinVarHQ,195.3315,11.73,1228726140,3590.42,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_UniProt,195.3315,11.65,1228726140,3590.42,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ProteinGym,195.3315,11.51,1228726140,3590.42,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train2Val_Test,195.3315,11.57,1230827388,3598.44,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train2Val_ClinVarHQ,195.3315,11.73,1230827388,3598.44,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train2Val_UniProt,195.3315,11.65,1230827388,3598.44,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train2Val_ProteinGym,195.3315,11.51,1230827388,3598.44,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Transformer_XGBoost__Train2Val_Test,195.3399,11.57,1231879548,3602.45,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Transformer_XGBoost__Train2Val_ClinVarHQ,195.3399,11.73,1231879548,3602.45,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Transformer_XGBoost__Train2Val_UniProt,195.3399,11.65,1231879548,3602.45,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Transformer_XGBoost__Train2Val_ProteinGym,195.3399,11.51,1231879548,3602.45,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Gating_XGBoost__Train2Val_Test,195.3322,11.57,1229053308,3591.67,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Gating_XGBoost__Train2Val_ClinVarHQ,195.3322,11.73,1229053308,3591.67,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Gating_XGBoost__Train2Val_UniProt,195.3322,11.65,1229053308,3591.67,3643.92,,,,,,,,,,
train2__val_center_bio_dna_prot_nt_v3_650m_esmc_600m_Hybrid_Gating_XGBoost__Train2Val_ProteinGym,195.3322,11.51,1229053308,3591.67,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_Test,195.3315,11.58,1228727164,3590.43,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_ClinVarHQ,195.3315,11.74,1228727164,3590.43,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_UniProt,195.3315,11.66,1228727164,3590.43,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_ProteinGym,195.3315,11.52,1228727164,3590.43,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_CrossAttn__Train2Val_Test,195.3315,11.59,1230828412,3598.44,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_CrossAttn__Train2Val_ClinVarHQ,195.3315,11.75,1230828412,3598.44,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_CrossAttn__Train2Val_UniProt,195.3315,11.67,1230828412,3598.44,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_CrossAttn__Train2Val_ProteinGym,195.3315,11.53,1230828412,3598.44,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Transformer__Train2Val_Test,195.3399,11.6,1231880572,3602.46,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Transformer__Train2Val_ClinVarHQ,195.3399,11.76,1231880572,3602.46,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Transformer__Train2Val_UniProt,195.3399,11.68,1231880572,3602.46,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Transformer__Train2Val_ProteinGym,195.3399,11.54,1231880572,3602.46,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Gating__Train2Val_Test,195.3322,11.58,1229054332,3591.68,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Gating__Train2Val_ClinVarHQ,195.3322,11.74,1229054332,3591.68,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Gating__Train2Val_UniProt,195.3322,11.66,1229054332,3591.68,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_PyTorch_Gating__Train2Val_ProteinGym,195.3322,11.52,1229054332,3591.68,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_Test,195.3315,11.58,1228727164,3590.43,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_ClinVarHQ,195.3315,11.74,1228727164,3590.43,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_UniProt,195.3315,11.66,1228727164,3590.43,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_ProteinGym,195.3315,11.52,1228727164,3590.43,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_Test,195.3315,11.57,1228727164,3590.43,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ClinVarHQ,195.3315,11.73,1228727164,3590.43,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_UniProt,195.3315,11.65,1228727164,3590.43,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ProteinGym,195.3315,11.51,1228727164,3590.43,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train2Val_Test,195.3315,11.57,1230828412,3598.44,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train2Val_ClinVarHQ,195.3315,11.73,1230828412,3598.44,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train2Val_UniProt,195.3315,11.65,1230828412,3598.44,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_CrossAttn_XGBoost__Train2Val_ProteinGym,195.3315,11.51,1230828412,3598.44,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Transformer_XGBoost__Train2Val_Test,195.3399,11.57,1231880572,3602.46,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Transformer_XGBoost__Train2Val_ClinVarHQ,195.3399,11.73,1231880572,3602.46,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Transformer_XGBoost__Train2Val_UniProt,195.3399,11.65,1231880572,3602.46,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Transformer_XGBoost__Train2Val_ProteinGym,195.3399,11.51,1231880572,3602.46,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Gating_XGBoost__Train2Val_Test,195.3322,11.57,1229054332,3591.68,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Gating_XGBoost__Train2Val_ClinVarHQ,195.3322,11.73,1229054332,3591.68,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Gating_XGBoost__Train2Val_UniProt,195.3322,11.65,1229054332,3591.68,3643.92,,,,,,,,,,
train2__val_center_bio_dna_geom_prot_nt_v3_650m_esmc_600m_Hybrid_Gating_XGBoost__Train2Val_ProteinGym,195.3322,11.51,1229054332,3591.68,3643.92,,,,,,,,,,
train2__val_center_bio_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_Test,0.0002,0.0,86145,0.33,0.0,,,,,,,,,,
train2__val_center_bio_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_ClinVarHQ,0.0002,0.0,86145,0.33,0.0,,,,,,,,,,
train2__val_center_bio_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_UniProt,0.0002,0.0,86145,0.33,0.0,,,,,,,,,,
train2__val_center_bio_geom_nt_v3_650m_esmc_600m_PyTorch_Concat__Train2Val_ProteinGym,0.0002,0.0,86145,0.33,0.0,,,,,,,,,,
train2__val_center_bio_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_Test,0.0002,0.0,86145,0.33,0.0,,,,,,,,,,
train2__val_center_bio_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_ClinVarHQ,0.0002,0.0,86145,0.33,0.0,,,,,,,,,,
train2__val_center_bio_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_UniProt,0.0002,0.0,86145,0.33,0.0,,,,,,,,,,
train2__val_center_bio_geom_nt_v3_650m_esmc_600m_Pure_XGBoost_Concat__Train2Val_ProteinGym,0.0002,0.0,86145,0.33,0.0,,,,,,,,,,
train2__val_center_bio_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_Test,0.0002,0.0,86145,0.33,0.0,,,,,,,,,,
train2__val_center_bio_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ClinVarHQ,0.0002,0.0,86145,0.33,0.0,,,,,,,,,,
train2__val_center_bio_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_UniProt,0.0002,0.0,86145,0.33,0.0,,,,,,,,,,
train2__val_center_bio_geom_nt_v3_650m_esmc_600m_Hybrid_Concat_XGBoost__Train2Val_ProteinGym,0.0002,0.0,86145,0.33,0.0,,,,,,,,,,
train2__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Concat__Train2Val_Test,231.7942,9.35,1139801633,2177.33,1961.98,,,,,,,,,,
train2__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Concat__Train2Val_ClinVarHQ,231.7942,9.87,1139801633,2177.33,1961.98,,,,,,,,,,
train2__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Concat__Train2Val_UniProt,231.7942,9.85,1139801633,2177.33,1961.98,,,,,,,,,,
train2__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Concat__Train2Val_ProteinGym,231.7942,9.88,1139801633,2177.33,1961.98,,,,,,,,,,
train2__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_CrossAttn__Train2Val_Test,231.7942,9.36,1141902881,2185.35,1961.98,,,,,,,,,,
train2__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_CrossAttn__Train2Val_ClinVarHQ,231.7942,9.87,1141902881,2185.35,1961.98,,,,,,,,,,
train2__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_CrossAttn__Train2Val_UniProt,231.7942,9.86,1141902881,2185.35,1961.98,,,,,,,,,,
train2__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_CrossAttn__Train2Val_ProteinGym,231.7942,9.89,1141902881,2185.35,1961.98,,,,,,,,,,
train2__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Transformer__Train2Val_Test,231.8026,9.37,1142955041,2189.36,1961.98,,,,,,,,,,
train2__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Transformer__Train2Val_ClinVarHQ,231.8026,9.88,1142955041,2189.36,1961.98,,,,,,,,,,
train2__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Transformer__Train2Val_UniProt,231.8026,9.87,1142955041,2189.36,1961.98,,,,,,,,,,
train2__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Transformer__Train2Val_ProteinGym,231.8026,9.9,1142955041,2189.36,1961.98,,,,,,,,,,
train2__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Gating__Train2Val_Test,231.7948,9.35,1140128801,2178.58,1961.98,,,,,,,,,,
train2__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Gating__Train2Val_ClinVarHQ,231.7948,9.86,1140128801,2178.58,1961.98,,,,,,,,,,
train2__val_cls_dna_prot_nt_v1_500m_esm1b_650m_PyTorch_Gating__Train2Val_UniProt,231.7948,9.85,1140128801,2178.58,1961.98,,,,,,,,,,
