Dataset,Pooling,Ablation,DNA_Model,Prot_Model,Network,Accuracy,Precision,Recall,Specificity,F1_Score,MCC,AUROC,AUPRC
Train1Val_Test,cls,dna,nt_v3_650m,None,Hybrid_Concat_XGBoost,0.6417,0.3254,0.2955,0.771,0.3097,0.0687,0.5635,0.3251
Train1Val_Test,cls,dna,nt_v3_650m,,PyTorch_Concat,0.7175,0.3961,0.0736,0.9581,0.1241,0.0643,0.6085,0.3472
Train1Val_Test,cls,dna,nt_v3_650m,None,PyTorch_Concat,0.7175,0.3961,0.0736,0.9581,0.1241,0.0643,0.6085,0.3472
Train1Val_UniProt,center,bio_dna_prot,nt_v3_650m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.7622,0.7525,0.7786,0.7459,0.7654,0.5247,0.8065,0.7836
Train1Val_UniProt,center,bio_dna_prot,nt_v3_650m,esmc_600m,PyTorch_CrossAttn,0.7547,0.7832,0.7018,0.8072,0.7403,0.5119,0.8026,0.7847
Train1Val_UniProt,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Transformer,0.7554,0.7691,0.7274,0.7833,0.7477,0.5115,0.8186,0.8028
Train1Val_UniProt,center,bio_dna_prot,nt_v3_650m,esmc_600m,PyTorch_Gating,0.7532,0.7741,0.7123,0.7937,0.742,0.5078,0.8103,0.7936
Train1Val_UniProt,center,bio_dna_prot,nt_v3_650m,esmc_600m,PyTorch_Concat,0.7517,0.7846,0.6913,0.8117,0.735,0.5067,0.8106,0.7983
Train1Val_UniProt,center,bio_dna_prot,nt_v3_650m,esmc_600m,Hybrid_Transformer_XGBoost,0.7494,0.7434,0.759,0.7399,0.7511,0.499,0.804,0.7793
Train1Val_UniProt,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.7487,0.7481,0.747,0.7504,0.7476,0.4974,0.8079,0.7886
Train1Val_UniProt,center,bio_dna_prot,nt_v3_650m,esmc_600m,Hybrid_Concat_XGBoost,0.7479,0.7419,0.7575,0.7384,0.7496,0.496,0.8061,0.7861
Train1Val_UniProt,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.7457,0.7787,0.6837,0.8072,0.7281,0.4948,0.8103,0.7884
Train1Val_UniProt,center,bio_dna_prot,nt_v3_650m,esmc_600m,Hybrid_Gating_XGBoost,0.7472,0.7394,0.7605,0.7339,0.7498,0.4946,0.8082,0.7877
Train1Val_UniProt,center,bio_dna_prot,nt_v3_650m,esmc_600m,PyTorch_Transformer,0.7449,0.77,0.6958,0.7937,0.731,0.492,0.8019,0.7824
Train1Val_UniProt,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.7434,0.7389,0.75,0.7369,0.7444,0.4869,0.8057,0.7915
Train1Val_UniProt,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.7427,0.752,0.7214,0.7638,0.7364,0.4857,0.8134,0.7955
Train1Val_UniProt,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.7427,0.7392,0.747,0.7384,0.7431,0.4854,0.7938,0.7737
Train1Val_UniProt,center,bio_dna_geom_prot,nt_v3_650m,esmc_600m,Pure_XGBoost_Concat,0.7397,0.7737,0.6747,0.8042,0.7208,0.4831,0.8098,0.7864
Train1Val_UniProt,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Transformer,0.7404,0.7641,0.6928,0.7877,0.7267,0.4828,0.8,0.7767
Train1Val_UniProt,center,bio_geom,nt_v3_650m,esmc_600m,Pure_XGBoost_Concat,0.7397,0.77,0.6807,0.7982,0.7226,0.4824,0.8058,0.7764
Train1Val_UniProt,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.7412,0.7428,0.7349,0.7474,0.7388,0.4824,0.8008,0.7764
Train1Val_UniProt,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.7404,0.7492,0.7199,0.7608,0.7343,0.4812,0.7977,0.7737
Train1Val_UniProt,mean,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7382,0.7749,0.6687,0.8072,0.7179,0.4806,0.7977,0.7776
Train1Val_UniProt,mean,bio_geom,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.7352,0.7896,0.6386,0.8311,0.7061,0.4788,0.8052,0.7885
Train1Val_UniProt,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.7307,0.8044,0.6069,0.8535,0.6918,0.4753,0.7982,0.7887
Train1Val_UniProt,center,bio_dna_prot,nt_v3_650m,esmc_600m,Pure_XGBoost_Concat,0.7367,0.7298,0.7485,0.725,0.739,0.4736,0.7994,0.7728
Train1Val_UniProt,mean,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.7344,0.7729,0.6611,0.8072,0.7127,0.4735,0.7942,0.7861
Train1Val_UniProt,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.7367,0.7305,0.747,0.7265,0.7386,0.4735,0.8041,0.7889
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Concat,0.7307,0.7905,0.625,0.8356,0.6981,0.4713,0.7926,0.7915
Train1Val_UniProt,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.7352,0.736,0.7304,0.7399,0.7332,0.4704,0.7929,0.7721
Train1Val_UniProt,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.7352,0.7381,0.7259,0.7444,0.732,0.4704,0.7975,0.769
Train1Val_UniProt,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7344,0.7286,0.744,0.725,0.7362,0.469,0.7916,0.7703
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.7322,0.7679,0.6627,0.8012,0.7114,0.4685,0.7869,0.7858
Train1Val_UniProt,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.7329,0.761,0.6762,0.7892,0.7161,0.4685,0.7963,0.7756
Train1Val_UniProt,mean,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7337,0.7323,0.7334,0.7339,0.7329,0.4674,0.8065,0.7894
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.7299,0.7784,0.6401,0.8191,0.7025,0.4669,0.7817,0.7736
Train1Val_UniProt,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_Transformer,0.7307,0.7718,0.6521,0.8087,0.7069,0.4667,0.7884,0.7837
Train1Val_UniProt,mean,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.7307,0.768,0.6581,0.8027,0.7088,0.4658,0.7888,0.779
Train1Val_UniProt,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.7322,0.7488,0.6958,0.7683,0.7213,0.4654,0.7834,0.7765
Train1Val_UniProt,mean,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Concat,0.7284,0.7817,0.631,0.8251,0.6983,0.4651,0.7913,0.7857
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.7314,0.7542,0.6837,0.7788,0.7172,0.4647,0.7916,0.7842
Train1Val_UniProt,mean,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Transformer,0.7262,0.7937,0.6084,0.843,0.6888,0.4646,0.7927,0.7882
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.7299,0.7648,0.6611,0.7982,0.7092,0.4638,0.79,0.7868
Train1Val_UniProt,mean,bio_dna_geom_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.7262,0.7869,0.6175,0.8341,0.692,0.4627,0.8098,0.7876
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Transformer_XGBoost,0.7299,0.755,0.6777,0.7818,0.7143,0.4621,0.786,0.7819
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Gating,0.7247,0.7917,0.6069,0.8416,0.6871,0.4616,0.7884,0.781
Train1Val_UniProt,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.7254,0.7876,0.6145,0.8356,0.6904,0.4616,0.7947,0.7811
Train1Val_UniProt,mean,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7284,0.7668,0.6536,0.8027,0.7057,0.4616,0.7964,0.7859
Train1Val_UniProt,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_CrossAttn,0.7224,0.8025,0.5873,0.8565,0.6783,0.4611,0.8011,0.7908
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esm2_650m,Hybrid_Concat_XGBoost,0.7277,0.7673,0.6506,0.8042,0.7042,0.4604,0.7852,0.7748
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esmc_600m,Pure_XGBoost_Concat,0.7269,0.7698,0.6446,0.8087,0.7016,0.4596,0.7797,0.7738
Train1Val_UniProt,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.7277,0.7617,0.6596,0.7952,0.707,0.4592,0.7927,0.7629
Train1Val_UniProt,mean,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7277,0.7599,0.6627,0.7922,0.708,0.4588,0.7936,0.781
Train1Val_UniProt,mean,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.7269,0.766,0.6506,0.8027,0.7036,0.4587,0.7894,0.7791
Train1Val_UniProt,mean,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.7277,0.7581,0.6657,0.7892,0.7089,0.4585,0.7882,0.7801
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Gating_XGBoost,0.7269,0.7641,0.6536,0.7997,0.7045,0.4583,0.7878,0.7814
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_Concat_XGBoost,0.7277,0.7555,0.6702,0.7848,0.7103,0.458,0.7845,0.7814
Train1Val_UniProt,mean,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.7262,0.7684,0.6446,0.8072,0.7011,0.458,0.7923,0.781
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.7269,0.7604,0.6596,0.7937,0.7065,0.4576,0.7914,0.7882
Train1Val_UniProt,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Transformer,0.7194,0.8059,0.5753,0.8625,0.6714,0.4573,0.8013,0.7901
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.7277,0.7471,0.6852,0.7698,0.7148,0.4567,0.792,0.7834
Train1Val_UniProt,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Gating_XGBoost,0.7269,0.7551,0.6687,0.7848,0.7093,0.4566,0.7799,0.7742
Train1Val_UniProt,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.7232,0.7831,0.6145,0.8311,0.6886,0.4566,0.7928,0.7634
Train1Val_UniProt,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Transformer,0.7202,0.7988,0.5858,0.8535,0.6759,0.4562,0.7964,0.7824
Train1Val_UniProt,mean,prot,,esm1b_650m,PyTorch_Concat,0.7187,0.8042,0.5753,0.861,0.6708,0.4555,0.8074,0.7887
Train1Val_UniProt,mean,prot,None,esm1b_650m,PyTorch_Concat,0.7187,0.8042,0.5753,0.861,0.6708,0.4555,0.8074,0.7887
Train1Val_UniProt,mean,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Gating,0.7194,0.7984,0.5843,0.8535,0.6748,0.4548,0.7927,0.7852
Train1Val_UniProt,mean,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Transformer,0.7202,0.7928,0.5934,0.846,0.6787,0.4543,0.7844,0.767
Train1Val_UniProt,mean,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.7247,0.7619,0.6506,0.7982,0.7019,0.4539,0.7965,0.7799
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_CrossAttn,0.7194,0.7935,0.5904,0.8475,0.677,0.4533,0.7916,0.7844
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Gating,0.7209,0.7852,0.6054,0.8356,0.6837,0.4533,0.7936,0.7847
Train1Val_UniProt,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Concat_XGBoost,0.7247,0.7574,0.6581,0.7907,0.7043,0.453,0.7875,0.7753
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.7194,0.7923,0.5919,0.846,0.6776,0.453,0.7992,0.7971
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Concat_XGBoost,0.7239,0.7606,0.6506,0.7967,0.7013,0.4523,0.784,0.7766
Train1Val_UniProt,mean,prot,,esm1b_650m,Hybrid_Concat_XGBoost,0.7232,0.7658,0.6401,0.8057,0.6973,0.4521,0.7925,0.7864
Train1Val_UniProt,mean,prot,None,esm1b_650m,Hybrid_Concat_XGBoost,0.7232,0.7658,0.6401,0.8057,0.6973,0.4521,0.7925,0.7864
Train1Val_UniProt,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.7157,0.8078,0.5633,0.867,0.6637,0.4518,0.7992,0.7863
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Transformer,0.7187,0.7896,0.5934,0.843,0.6776,0.4509,0.7956,0.7895
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esm2_650m,Hybrid_CrossAttn_XGBoost,0.7239,0.7526,0.6642,0.7833,0.7056,0.4507,0.7809,0.7638
Train1Val_UniProt,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.7187,0.7873,0.5964,0.8401,0.6787,0.4502,0.797,0.7755
Train1Val_UniProt,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.7247,0.7137,0.747,0.7025,0.7299,0.4499,0.7875,0.7596
Train1Val_UniProt,cls,bio_dna_geom_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.7209,0.7714,0.625,0.8161,0.6905,0.4496,0.8041,0.7833
Train1Val_UniProt,mean,dna_prot,nt_v3_650m,esmc_600m,PyTorch_CrossAttn,0.7179,0.788,0.5934,0.8416,0.677,0.4492,0.7919,0.7798
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esm2_650m,Hybrid_Gating_XGBoost,0.7232,0.7513,0.6642,0.7818,0.705,0.4491,0.7782,0.7592
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.7217,0.763,0.6401,0.8027,0.6962,0.4488,0.7861,0.7783
Train1Val_UniProt,center,prot,,esmc_600m,Hybrid_Concat_XGBoost,0.7232,0.7479,0.6702,0.7758,0.7069,0.4486,0.7868,0.783
Train1Val_UniProt,center,prot,None,esmc_600m,Hybrid_Concat_XGBoost,0.7232,0.7479,0.6702,0.7758,0.7069,0.4486,0.7868,0.783
Train1Val_UniProt,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_CrossAttn,0.7194,0.7746,0.616,0.8221,0.6862,0.4479,0.786,0.7771
Train1Val_UniProt,cls,bio_dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.7239,0.7222,0.7244,0.7235,0.7233,0.4479,0.7893,0.7741
Train1Val_UniProt,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.7232,0.7414,0.6822,0.7638,0.7106,0.4476,0.7897,0.7875
Train1Val_UniProt,center,dna_prot,nt_v1_500m,esm1b_650m,Pure_XGBoost_Concat,0.7209,0.7626,0.6386,0.8027,0.6951,0.4474,0.7843,0.7758
Train1Val_UniProt,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.7142,0.8004,0.5678,0.8595,0.6643,0.4469,0.7989,0.7806
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_Gating_XGBoost,0.7217,0.7504,0.6611,0.7818,0.703,0.4463,0.7839,0.7783
Train1Val_UniProt,cls,bio_geom,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.7194,0.7685,0.625,0.8132,0.6894,0.4463,0.8047,0.7883
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esm2_650m,Hybrid_Transformer_XGBoost,0.7217,0.7496,0.6627,0.7803,0.7034,0.4461,0.7861,0.7702
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.7224,0.7386,0.6852,0.7593,0.7109,0.4459,0.7833,0.7791
Train1Val_UniProt,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Gating,0.7157,0.7879,0.5873,0.843,0.673,0.4454,0.7998,0.7872
Train1Val_UniProt,cls,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.7172,0.7786,0.6039,0.8296,0.6802,0.4452,0.784,0.7601
Train1Val_UniProt,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_Gating,0.7134,0.7987,0.5678,0.858,0.6637,0.4451,0.7841,0.776
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.7149,0.791,0.5813,0.8475,0.6701,0.4451,0.7908,0.7871
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_CrossAttn,0.7112,0.8093,0.5497,0.8714,0.6547,0.4451,0.7886,0.7796
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esm2_650m,Hybrid_Transformer_XGBoost,0.7217,0.7406,0.6792,0.7638,0.7086,0.4447,0.781,0.7653
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7209,0.7483,0.6627,0.7788,0.7029,0.4445,0.7895,0.7808
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Transformer,0.7149,0.7886,0.5843,0.8445,0.6713,0.4444,0.7826,0.7636
Train1Val_UniProt,center,prot,,esmc_600m,PyTorch_Concat,0.7134,0.7962,0.5708,0.855,0.6649,0.4443,0.7901,0.7847
Train1Val_UniProt,center,prot,None,esmc_600m,PyTorch_Concat,0.7134,0.7962,0.5708,0.855,0.6649,0.4443,0.7901,0.7847
Train1Val_UniProt,mean,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.7194,0.7599,0.6386,0.7997,0.6939,0.4442,0.7902,0.7787
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.7194,0.7589,0.6401,0.7982,0.6944,0.444,0.7791,0.7724
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esm2_650m,PyTorch_Gating,0.7157,0.7833,0.5934,0.8371,0.6752,0.444,0.7723,0.7615
Train1Val_UniProt,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_CrossAttn,0.7134,0.7925,0.5753,0.8505,0.6667,0.4431,0.7726,0.7723
Train1Val_UniProt,mean,dna_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.7172,0.7702,0.616,0.8176,0.6845,0.4428,0.7875,0.7779
Train1Val_UniProt,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Concat,0.7134,0.7901,0.5783,0.8475,0.6678,0.4424,0.7924,0.7776
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.7202,0.7389,0.6777,0.7623,0.707,0.4417,0.7865,0.7738
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esmc_600m,Pure_XGBoost_Concat,0.7172,0.7652,0.6235,0.8102,0.6871,0.4416,0.7764,0.773
Train1Val_UniProt,mean,dna_prot,nt_v3_650m,esmc_600m,Pure_XGBoost_Concat,0.7164,0.7698,0.6145,0.8176,0.6834,0.4415,0.7756,0.7678
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esm2_650m,Hybrid_CrossAttn_XGBoost,0.7194,0.7449,0.6642,0.7743,0.7022,0.4412,0.7845,0.7628
Train1Val_UniProt,mean,dna_prot,nt_v3_650m,esm2_650m,Hybrid_CrossAttn_XGBoost,0.7187,0.7496,0.6536,0.7833,0.6983,0.4407,0.7782,0.7593
Train1Val_UniProt,cls,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7179,0.7553,0.6416,0.7937,0.6938,0.4405,0.7674,0.748
Train1Val_UniProt,cls,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.7127,0.7862,0.5813,0.843,0.6684,0.4399,0.7758,0.7497
Train1Val_UniProt,mean,dna_prot,nt_v1_500m,esm2_650m,Hybrid_CrossAttn_XGBoost,0.7187,0.7445,0.6627,0.7743,0.7012,0.4398,0.7749,0.7613
Train1Val_UniProt,mean,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.7179,0.7491,0.6521,0.7833,0.6973,0.4393,0.7902,0.7802
Train1Val_UniProt,center,dna_prot,nt_v1_500m,esmc_600m,Pure_XGBoost_Concat,0.7157,0.7624,0.6235,0.8072,0.686,0.4383,0.7809,0.7739
Train1Val_UniProt,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_Concat,0.7119,0.7811,0.5858,0.8371,0.6695,0.4371,0.781,0.7762
Train1Val_UniProt,mean,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.7157,0.7568,0.6325,0.7982,0.6891,0.4369,0.7749,0.7656
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esm2_650m,PyTorch_CrossAttn,0.7119,0.78,0.5873,0.8356,0.6701,0.4368,0.7819,0.7675
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esm2_650m,Pure_XGBoost_Concat,0.7157,0.7558,0.634,0.7967,0.6896,0.4367,0.7808,0.7695
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.7142,0.7665,0.613,0.8146,0.6812,0.4367,0.7867,0.7818
Train1Val_UniProt,mean,prot,,esm1b_650m,Pure_XGBoost_Concat,0.7157,0.7549,0.6355,0.7952,0.6901,0.4365,0.7869,0.7763
Train1Val_UniProt,mean,prot,None,esm1b_650m,Pure_XGBoost_Concat,0.7157,0.7549,0.6355,0.7952,0.6901,0.4365,0.7869,0.7763
Train1Val_UniProt,mean,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Concat_XGBoost,0.7149,0.7582,0.628,0.8012,0.687,0.4359,0.7735,0.7657
Train1Val_UniProt,mean,dna_prot,nt_v3_650m,esm2_650m,Hybrid_Concat_XGBoost,0.7157,0.7504,0.6431,0.7877,0.6926,0.4355,0.7787,0.7588
Train1Val_UniProt,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.7089,0.7911,0.5648,0.852,0.6591,0.4353,0.7915,0.7772
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Concat,0.7112,0.7751,0.5919,0.8296,0.6712,0.4341,0.7912,0.7775
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esm2_650m,Hybrid_Concat_XGBoost,0.7149,0.7491,0.6431,0.7862,0.6921,0.4339,0.7736,0.7621
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esm2_650m,Hybrid_Gating_XGBoost,0.7157,0.7403,0.6611,0.7698,0.6985,0.4336,0.7742,0.7616
Train1Val_UniProt,mean,dna_prot,nt_v2_500m,esm2_650m,Hybrid_CrossAttn_XGBoost,0.7149,0.7465,0.6476,0.7818,0.6935,0.4334,0.7725,0.7583
Train1Val_UniProt,mean,dna_prot,nt_v3_650m,esm2_650m,Hybrid_Transformer_XGBoost,0.7149,0.7457,0.6491,0.7803,0.694,0.4332,0.7759,0.7709
Train1Val_UniProt,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.7142,0.7504,0.6386,0.7892,0.69,0.4328,0.7814,0.7878
Train1Val_UniProt,center,dna_prot,nt_v1_500m,esm2_650m,PyTorch_CrossAttn,0.7074,0.7903,0.5617,0.852,0.6567,0.4326,0.7784,0.764
Train1Val_UniProt,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.7142,0.7487,0.6416,0.7862,0.691,0.4325,0.7829,0.7841
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Transformer,0.7082,0.7859,0.5693,0.846,0.6603,0.4324,0.7895,0.789
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esm2_650m,PyTorch_Gating,0.7119,0.7642,0.6099,0.8132,0.6784,0.4323,0.7816,0.7702
Train1Val_UniProt,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Transformer,0.7067,0.7923,0.5572,0.855,0.6543,0.432,0.7796,0.7827
Train1Val_UniProt,mean,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Concat,0.7074,0.7878,0.5648,0.849,0.6579,0.4318,0.7854,0.7764
Train1Val_UniProt,mean,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Gating,0.7074,0.7878,0.5648,0.849,0.6579,0.4318,0.7831,0.7733
Train1Val_UniProt,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.7067,0.791,0.5587,0.8535,0.6549,0.4316,0.7819,0.7826
Train1Val_UniProt,mean,dna_prot,nt_v1_500m,esm2_650m,PyTorch_Gating,0.7089,0.7782,0.5813,0.8356,0.6655,0.4312,0.7739,0.7566
Train1Val_UniProt,mean,dna_prot,nt_v1_500m,esm2_650m,PyTorch_Transformer,0.7127,0.7532,0.6295,0.7952,0.6858,0.4308,0.7737,0.7593
Train1Val_UniProt,center,prot,,esmc_600m,Pure_XGBoost_Concat,0.7119,0.7583,0.619,0.8042,0.6816,0.4307,0.782,0.7705
Train1Val_UniProt,cls,dna_prot,nt_v3_650m,esmc_600m,PyTorch_CrossAttn,0.7097,0.7721,0.5919,0.8266,0.6701,0.4307,0.7673,0.7679
Train1Val_UniProt,center,prot,None,esmc_600m,Pure_XGBoost_Concat,0.7119,0.7583,0.619,0.8042,0.6816,0.4307,0.782,0.7705
Train1Val_UniProt,mean,dna_prot,nt_v1_500m,esm1b_650m,Pure_XGBoost_Concat,0.7112,0.7598,0.6145,0.8072,0.6794,0.4298,0.7791,0.7681
Train1Val_UniProt,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7134,0.7398,0.6551,0.7713,0.6949,0.4294,0.7827,0.7786
Train1Val_UniProt,mean,dna_prot,nt_v1_500m,esmc_600m,PyTorch_Transformer,0.7052,0.7914,0.5542,0.855,0.6519,0.4293,0.7761,0.7703
Train1Val_UniProt,mean,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Concat_XGBoost,0.7112,0.7579,0.6175,0.8042,0.6805,0.4293,0.7661,0.7629
Train1Val_UniProt,mean,dna_prot,nt_v3_650m,esm2_650m,PyTorch_CrossAttn,0.7089,0.7706,0.5919,0.8251,0.6695,0.429,0.7777,0.7631
