Dataset,Pooling,Ablation,DNA_Model,Prot_Model,Network,Accuracy,Precision,Recall,Specificity,F1_Score,MCC,AUROC,AUPRC
Train3Val_ClinVarHQ,cls,dna,nt_v2_500m,,Hybrid_Concat_XGBoost,0.5164,0.5139,0.4253,0.6056,0.4654,0.0314,0.5175,0.5053
Train3Val_ClinVarHQ,cls,dna,nt_v2_500m,None,Hybrid_Concat_XGBoost,0.5164,0.5139,0.4253,0.6056,0.4654,0.0314,0.5175,0.5053
Train3Val_ClinVarHQ,mean,dna_geom_prot,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.495,0.495,1.0,0.0,0.6622,0.0,0.6438,0.6017
Train3Val_ProteinGym,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_Transformer,0.8295,0.8586,0.75,0.8962,0.8006,0.6574,0.8981,0.8863
Train3Val_ProteinGym,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_Gating,0.8234,0.8093,0.8021,0.8412,0.8057,0.6438,0.9018,0.887
Train3Val_ProteinGym,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,Hybrid_Gating_XGBoost,0.8234,0.8131,0.7961,0.8462,0.8045,0.6436,0.8985,0.8886
Train3Val_ProteinGym,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.8179,0.7708,0.8557,0.7862,0.811,0.6395,0.8994,0.8648
Train3Val_ProteinGym,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.8132,0.7561,0.872,0.7638,0.81,0.6343,0.9046,0.8848
Train3Val_ProteinGym,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_CrossAttn,0.8118,0.7503,0.881,0.7538,0.8104,0.6339,0.9099,0.8982
Train3Val_ProteinGym,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,Hybrid_Concat_XGBoost,0.8179,0.8006,0.8006,0.8325,0.8006,0.6331,0.9005,0.8855
Train3Val_ProteinGym,cls,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.8145,0.7729,0.8408,0.7925,0.8054,0.6309,0.892,0.8572
Train3Val_ProteinGym,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_Concat,0.8152,0.8472,0.7262,0.89,0.7821,0.6289,0.8777,0.8751
Train3Val_ProteinGym,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Gating,0.8145,0.8103,0.7753,0.8475,0.7924,0.6255,0.8779,0.8704
Train3Val_ProteinGym,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Transformer,0.8145,0.8112,0.7738,0.8488,0.7921,0.6254,0.8851,0.8711
Train3Val_ProteinGym,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_Concat,0.8139,0.8169,0.7634,0.8562,0.7892,0.6241,0.8885,0.8768
Train3Val_ProteinGym,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.8132,0.8021,0.7842,0.8375,0.7931,0.623,0.8816,0.8747
Train3Val_ProteinGym,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.8132,0.8126,0.7679,0.8512,0.7896,0.6227,0.8851,0.8729
Train3Val_ProteinGym,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.8132,0.8087,0.7738,0.8462,0.7909,0.6227,0.8829,0.874
Train3Val_ProteinGym,center,dna_geom_prot,nt_v1_500m,esmc_600m,Pure_XGBoost_Concat,0.8132,0.8106,0.7708,0.8488,0.7902,0.6227,0.8805,0.8728
Train3Val_ProteinGym,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8125,0.7929,0.7976,0.825,0.7953,0.6223,0.8808,0.8625
Train3Val_ProteinGym,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.8125,0.7964,0.7917,0.83,0.794,0.622,0.8822,0.873
Train3Val_ProteinGym,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.8118,0.7988,0.7857,0.8338,0.7922,0.6203,0.8892,0.8728
Train3Val_ProteinGym,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.8111,0.7889,0.8006,0.82,0.7947,0.6199,0.8774,0.8692
Train3Val_ProteinGym,cls,dna_geom_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.8111,0.7906,0.7976,0.8225,0.7941,0.6197,0.8898,0.8804
Train3Val_ProteinGym,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.8105,0.7844,0.8065,0.8138,0.7953,0.6191,0.8788,0.8633
Train3Val_ProteinGym,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Transformer,0.8111,0.8177,0.7545,0.8588,0.7848,0.6186,0.8757,0.8665
Train3Val_ProteinGym,center,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.8111,0.8088,0.7679,0.8475,0.7878,0.6185,0.8862,0.8753
Train3Val_ProteinGym,cls,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.8064,0.7556,0.8512,0.7688,0.8006,0.6178,0.8869,0.8584
Train3Val_ProteinGym,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.8091,0.7871,0.7976,0.8188,0.7923,0.6158,0.8782,0.8761
Train3Val_ProteinGym,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.8077,0.7775,0.811,0.805,0.7939,0.6144,0.8812,0.8656
Train3Val_ProteinGym,center,bio_dna_geom_prot,nt_v1_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.8084,0.7928,0.7857,0.8275,0.7892,0.6137,0.8869,0.868
Train3Val_ProteinGym,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.8084,0.7928,0.7857,0.8275,0.7892,0.6137,0.8791,0.8549
Train3Val_ProteinGym,cls,bio_geom,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.7996,0.7324,0.8839,0.7288,0.8011,0.6136,0.8936,0.8776
Train3Val_ProteinGym,cls,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.8077,0.7831,0.8006,0.8138,0.7918,0.6134,0.8863,0.8624
Train3Val_ProteinGym,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_CrossAttn,0.8084,0.8019,0.7708,0.84,0.786,0.6131,0.8743,0.8692
Train3Val_ProteinGym,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.8077,0.7848,0.7976,0.8162,0.7911,0.6131,0.8825,0.8715
Train3Val_ProteinGym,center,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8077,0.7856,0.7961,0.8175,0.7908,0.613,0.8845,0.8741
Train3Val_ProteinGym,center,dna_prot,nt_v1_500m,esm1b_650m,Pure_XGBoost_Concat,0.8077,0.7881,0.7917,0.8212,0.7899,0.6127,0.8809,0.8657
Train3Val_ProteinGym,center,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.8077,0.7916,0.7857,0.8262,0.7886,0.6123,0.8792,0.8699
Train3Val_ProteinGym,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Gating_XGBoost,0.8077,0.7943,0.7812,0.83,0.7877,0.6121,0.8745,0.8624
Train3Val_ProteinGym,center,dna_prot,nt_v2_500m,esmc_600m,Pure_XGBoost_Concat,0.8077,0.796,0.7783,0.8325,0.7871,0.612,0.8769,0.8664
Train3Val_ProteinGym,mean,dna_geom_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.8057,0.7765,0.8065,0.805,0.7912,0.61,0.8914,0.8828
Train3Val_ProteinGym,center,dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_Concat,0.805,0.8481,0.6979,0.895,0.7657,0.6098,0.8641,0.8637
Train3Val_ProteinGym,mean,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.784,0.6937,0.9435,0.65,0.7995,0.6093,0.9111,0.8905
Train3Val_ProteinGym,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_CrossAttn,0.8057,0.7881,0.7857,0.8225,0.7869,0.6084,0.8776,0.8691
Train3Val_ProteinGym,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_Concat_XGBoost,0.8057,0.7924,0.7783,0.8288,0.7853,0.608,0.8795,0.8685
Train3Val_ProteinGym,center,dna_prot,nt_v1_500m,esmc_600m,Pure_XGBoost_Concat,0.8057,0.8016,0.7634,0.8412,0.782,0.6075,0.8774,0.8653
Train3Val_ProteinGym,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8043,0.7807,0.7946,0.8125,0.7876,0.6064,0.8825,0.8741
Train3Val_ProteinGym,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Gating,0.805,0.8051,0.756,0.8462,0.7797,0.6061,0.8727,0.8697
Train3Val_ProteinGym,mean,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.805,0.8022,0.7604,0.8425,0.7807,0.6061,0.8843,0.8602
Train3Val_ProteinGym,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.8037,0.7763,0.8006,0.8062,0.7883,0.6056,0.8739,0.8684
Train3Val_ProteinGym,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Transformer_XGBoost,0.8043,0.79,0.7783,0.8262,0.7841,0.6053,0.8757,0.8678
Train3Val_ProteinGym,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Transformer,0.8023,0.8508,0.6875,0.8988,0.7605,0.6052,0.881,0.8753
Train3Val_ProteinGym,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Transformer,0.8043,0.8117,0.744,0.855,0.7764,0.6049,0.872,0.8712
Train3Val_ProteinGym,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.8037,0.7829,0.7887,0.8162,0.7858,0.6046,0.8792,0.8759
Train3Val_ProteinGym,center,dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_CrossAttn,0.801,0.861,0.6726,0.9088,0.7552,0.6045,0.8749,0.8716
Train3Val_ProteinGym,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.803,0.7801,0.7917,0.8125,0.7858,0.6035,0.8787,0.8697
Train3Val_ProteinGym,center,dna_geom_prot,nt_v1_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.803,0.7842,0.7842,0.8188,0.7842,0.603,0.8727,0.8691
Train3Val_ProteinGym,center,prot,,esmc_600m,Pure_XGBoost_Concat,0.803,0.7938,0.7679,0.8325,0.7806,0.6022,0.8794,0.8688
Train3Val_ProteinGym,center,prot,None,esmc_600m,Pure_XGBoost_Concat,0.803,0.7938,0.7679,0.8325,0.7806,0.6022,0.8794,0.8688
Train3Val_ProteinGym,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.8016,0.7762,0.7946,0.8075,0.7853,0.6011,0.8766,0.8643
Train3Val_ProteinGym,center,bio_dna_prot,nt_v1_500m,esmc_600m,PyTorch_CrossAttn,0.7908,0.7182,0.8914,0.7062,0.7955,0.6007,0.8966,0.8819
Train3Val_ProteinGym,mean,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.8016,0.7827,0.7827,0.8175,0.7827,0.6002,0.8797,0.8525
Train3Val_ProteinGym,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_Gating_XGBoost,0.8016,0.787,0.7753,0.8238,0.7811,0.5998,0.8746,0.8712
Train3Val_ProteinGym,mean,dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.8016,0.7905,0.7693,0.8288,0.7798,0.5996,0.8778,0.8448
Train3Val_ProteinGym,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.786,0.7059,0.9107,0.6812,0.7953,0.5993,0.8923,0.8607
Train3Val_ProteinGym,center,dna_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.8003,0.7731,0.7961,0.8038,0.7845,0.5987,0.8772,0.8618
Train3Val_ProteinGym,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_Gating,0.7996,0.8396,0.6935,0.8888,0.7596,0.5984,0.8612,0.8617
Train3Val_ProteinGym,center,prot,,esmc_600m,PyTorch_Concat,0.7982,0.8544,0.6726,0.9038,0.7527,0.5983,0.8775,0.8728
Train3Val_ProteinGym,center,prot,None,esmc_600m,PyTorch_Concat,0.7982,0.8544,0.6726,0.9038,0.7527,0.5983,0.8775,0.8728
Train3Val_ProteinGym,center,dna_prot,nt_v3_650m,esmc_600m,Pure_XGBoost_Concat,0.801,0.792,0.7649,0.8312,0.7782,0.5981,0.8788,0.8627
Train3Val_ProteinGym,center,dna_prot,nt_v2_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.8003,0.7771,0.7887,0.81,0.7829,0.598,0.8829,0.8755
Train3Val_ProteinGym,center,bio_geom,nt_v1_500m,esmc_600m,Hybrid_Concat_XGBoost,0.7955,0.8763,0.6429,0.9238,0.7416,0.598,0.8835,0.8623
Train3Val_ProteinGym,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.801,0.7938,0.7619,0.8338,0.7775,0.598,0.8778,0.8549
Train3Val_ProteinGym,center,dna_prot,nt_v3_650m,esmc_600m,Hybrid_Concat_XGBoost,0.8003,0.7796,0.7842,0.8138,0.7819,0.5977,0.8797,0.8747
Train3Val_ProteinGym,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.8003,0.7804,0.7827,0.815,0.7816,0.5976,0.8731,0.8635
Train3Val_ProteinGym,mean,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Concat_XGBoost,0.7996,0.772,0.7961,0.8025,0.7839,0.5974,0.8727,0.846
Train3Val_ProteinGym,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_CrossAttn,0.7969,0.8607,0.6622,0.91,0.7485,0.5971,0.8636,0.8635
Train3Val_ProteinGym,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Concat_XGBoost,0.8003,0.7864,0.7723,0.8238,0.7793,0.597,0.8772,0.8691
Train3Val_ProteinGym,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Concat,0.7996,0.7768,0.7872,0.81,0.782,0.5966,0.885,0.8797
Train3Val_ProteinGym,center,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.7996,0.7784,0.7842,0.8125,0.7813,0.5964,0.8709,0.8666
Train3Val_ProteinGym,mean,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7989,0.7701,0.7976,0.8,0.7836,0.5962,0.8756,0.8536
Train3Val_ProteinGym,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Gating,0.7996,0.786,0.7708,0.8238,0.7784,0.5956,0.8807,0.8585
Train3Val_ProteinGym,center,dna_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.7989,0.7741,0.7902,0.8062,0.782,0.5955,0.875,0.8599
Train3Val_ProteinGym,center,bio_dna_prot,nt_v1_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.7785,0.6909,0.9315,0.65,0.7934,0.5954,0.9055,0.8862
Train3Val_ProteinGym,center,dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_Gating,0.7948,0.8685,0.6488,0.9175,0.7428,0.595,0.8753,0.87
Train3Val_ProteinGym,mean,dna_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.7969,0.758,0.8155,0.7812,0.7857,0.5946,0.8731,0.8473
Train3Val_ProteinGym,center,dna_prot,nt_v1_500m,esmc_600m,PyTorch_Transformer,0.7948,0.8656,0.6518,0.915,0.7436,0.5944,0.8698,0.8692
Train3Val_ProteinGym,center,dna_geom_prot,nt_v1_500m,esmc_600m,PyTorch_Transformer,0.7948,0.8656,0.6518,0.915,0.7436,0.5944,0.8731,0.8712
Train3Val_ProteinGym,center,dna_geom_prot,nt_v1_500m,esmc_600m,Hybrid_Transformer_XGBoost,0.7989,0.7831,0.7738,0.82,0.7784,0.5944,0.8743,0.8679
Train3Val_ProteinGym,mean,prot,,esm1b_650m,Hybrid_Concat_XGBoost,0.7976,0.7726,0.7887,0.805,0.7806,0.5928,0.8732,0.849
Train3Val_ProteinGym,mean,prot,None,esm1b_650m,Hybrid_Concat_XGBoost,0.7976,0.7726,0.7887,0.805,0.7806,0.5928,0.8732,0.849
Train3Val_ProteinGym,center,prot,,esmc_600m,Hybrid_Concat_XGBoost,0.7982,0.7889,0.7619,0.8288,0.7752,0.5926,0.8766,0.8686
Train3Val_ProteinGym,center,prot,None,esmc_600m,Hybrid_Concat_XGBoost,0.7982,0.7889,0.7619,0.8288,0.7752,0.5926,0.8766,0.8686
Train3Val_ProteinGym,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7976,0.7791,0.7768,0.815,0.7779,0.5919,0.8733,0.8674
Train3Val_ProteinGym,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_CrossAttn,0.7962,0.8333,0.692,0.8838,0.7561,0.5911,0.8686,0.8637
Train3Val_ProteinGym,center,dna_prot,nt_v3_650m,esmc_600m,PyTorch_Gating,0.7942,0.8555,0.6607,0.9062,0.7456,0.5911,0.8642,0.8646
Train3Val_ProteinGym,cls,bio_dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.7826,0.7047,0.9018,0.6825,0.7911,0.5905,0.8836,0.8482
Train3Val_ProteinGym,center,bio_dna_prot,nt_v1_500m,esmc_600m,PyTorch_Concat,0.7853,0.7129,0.8869,0.7,0.7905,0.5902,0.8955,0.8763
Train3Val_ProteinGym,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Gating,0.7969,0.7974,0.744,0.8412,0.7698,0.5896,0.8711,0.8505
Train3Val_ProteinGym,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.7962,0.7768,0.7768,0.8125,0.7768,0.5893,0.8738,0.8412
Train3Val_ProteinGym,center,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.7962,0.7776,0.7753,0.8138,0.7765,0.5892,0.8697,0.8657
Train3Val_ProteinGym,center,dna_geom_prot,nt_v1_500m,esmc_600m,Hybrid_Gating_XGBoost,0.7962,0.8153,0.7158,0.8638,0.7623,0.589,0.8573,0.8579
Train3Val_ProteinGym,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_Concat,0.7955,0.7685,0.7902,0.8,0.7792,0.589,0.8766,0.8489
Train3Val_ProteinGym,mean,prot,,esm1b_650m,PyTorch_Concat,0.7955,0.7781,0.7723,0.815,0.7752,0.5877,0.8746,0.8473
Train3Val_ProteinGym,mean,prot,None,esm1b_650m,PyTorch_Concat,0.7955,0.7781,0.7723,0.815,0.7752,0.5877,0.8746,0.8473
Train3Val_ProteinGym,center,bio_dna_prot,nt_v1_500m,esmc_600m,Hybrid_CrossAttn_XGBoost,0.7738,0.6861,0.9301,0.6425,0.7896,0.5872,0.9001,0.8832
Train3Val_ProteinGym,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Concat,0.7955,0.7841,0.7619,0.8238,0.7728,0.5872,0.8645,0.8496
Train3Val_ProteinGym,cls,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Transformer,0.7955,0.793,0.747,0.8362,0.7693,0.5868,0.8616,0.8286
Train3Val_ProteinGym,mean,dna_prot,nt_v3_650m,esm1b_650m,PyTorch_CrossAttn,0.7948,0.7803,0.7664,0.8188,0.7733,0.586,0.8773,0.8461
Train3Val_ProteinGym,cls,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.7942,0.7791,0.7664,0.8175,0.7727,0.5847,0.8569,0.8331
Train3Val_ProteinGym,center,bio_dna_prot,nt_v1_500m,esmc_600m,Hybrid_Gating_XGBoost,0.7704,0.6807,0.936,0.6312,0.7882,0.5845,0.9054,0.8906
Train3Val_ProteinGym,cls,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.7942,0.804,0.7262,0.8512,0.7631,0.5843,0.873,0.8548
Train3Val_ProteinGym,mean,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7928,0.7625,0.7932,0.7925,0.7775,0.5842,0.8615,0.8426
Train3Val_ProteinGym,center,dna_prot,nt_v2_500m,esmc_600m,PyTorch_Concat,0.7928,0.8294,0.6875,0.8812,0.7518,0.5841,0.8617,0.8618
Train3Val_ProteinGym,mean,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7928,0.7633,0.7917,0.7938,0.7772,0.584,0.8672,0.844
Train3Val_ProteinGym,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.7717,0.6842,0.9286,0.64,0.7879,0.5833,0.8954,0.8618
Train3Val_ProteinGym,mean,dna_prot,nt_v1_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.7921,0.7599,0.7961,0.7887,0.7776,0.5832,0.8629,0.8435
Train3Val_ProteinGym,mean,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.7846,0.72,0.8646,0.7175,0.7857,0.5826,0.8797,0.8595
Train3Val_ProteinGym,mean,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_CrossAttn_XGBoost,0.7921,0.7645,0.7872,0.7962,0.7757,0.5823,0.8571,0.8372
Train3Val_ProteinGym,mean,dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Gating,0.7928,0.7768,0.7664,0.815,0.7715,0.582,0.8756,0.8552
Train3Val_ProteinGym,center,dna_prot,nt_v1_500m,esmc_600m,Hybrid_Gating_XGBoost,0.7928,0.7845,0.753,0.8262,0.7684,0.5815,0.8682,0.8649
Train3Val_ProteinGym,cls,bio_geom,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.7683,0.6785,0.936,0.6275,0.7867,0.5813,0.9057,0.8893
Train3Val_ProteinGym,cls,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7921,0.7764,0.7649,0.815,0.7706,0.5806,0.8591,0.8309
Train3Val_ProteinGym,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_CrossAttn,0.7914,0.7656,0.7827,0.7988,0.7741,0.5806,0.8643,0.8431
Train3Val_ProteinGym,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.7704,0.6831,0.9271,0.6388,0.7866,0.5805,0.8946,0.8616
Train3Val_ProteinGym,cls,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7819,0.7132,0.8735,0.705,0.7853,0.5804,0.8791,0.8551
Train3Val_ProteinGym,mean,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Concat_XGBoost,0.7908,0.7622,0.7872,0.7938,0.7745,0.5797,0.8648,0.8426
Train3Val_ProteinGym,mean,bio_dna_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.7751,0.6949,0.9048,0.6662,0.786,0.5793,0.8863,0.8552
Train3Val_ProteinGym,center,bio_dna_prot,nt_v1_500m,esmc_600m,Hybrid_Concat_XGBoost,0.769,0.6816,0.9271,0.6362,0.7856,0.5784,0.9019,0.8811
Train3Val_ProteinGym,cls,dna_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.7894,0.7549,0.7976,0.7825,0.7757,0.5783,0.8637,0.8313
Train3Val_ProteinGym,cls,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.7812,0.7139,0.869,0.7075,0.7839,0.578,0.8817,0.8598
Train3Val_ProteinGym,center,dna_prot,nt_v2_500m,esm2_650m,PyTorch_CrossAttn,0.7908,0.7835,0.7485,0.8262,0.7656,0.5773,0.8564,0.8378
Train3Val_ProteinGym,cls,bio_dna_geom_prot,nt_v2_500m,esm1b_650m,Pure_XGBoost_Concat,0.7656,0.6756,0.936,0.6225,0.7848,0.577,0.9059,0.8883
Train3Val_ProteinGym,cls,bio_dna_prot,nt_v2_500m,esm1b_650m,PyTorch_CrossAttn,0.7799,0.7117,0.8705,0.7038,0.7831,0.5761,0.8729,0.8329
Train3Val_ProteinGym,center,bio_geom,nt_v1_500m,esmc_600m,PyTorch_Concat,0.7826,0.7222,0.8512,0.725,0.7814,0.5757,0.8777,0.866
Train3Val_ProteinGym,mean,prot,,esm1b_650m,Pure_XGBoost_Concat,0.7867,0.7432,0.814,0.7638,0.777,0.5755,0.8757,0.8509
Train3Val_ProteinGym,mean,prot,None,esm1b_650m,Pure_XGBoost_Concat,0.7867,0.7432,0.814,0.7638,0.777,0.5755,0.8757,0.8509
Train3Val_ProteinGym,mean,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.7887,0.762,0.7812,0.795,0.7715,0.5752,0.8692,0.8421
Train3Val_ProteinGym,cls,bio_dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Transformer_XGBoost,0.7643,0.6742,0.936,0.62,0.7838,0.5749,0.8922,0.8653
Train3Val_ProteinGym,cls,prot,,esm1b_650m,Hybrid_Concat_XGBoost,0.7887,0.7643,0.7768,0.7988,0.7705,0.5748,0.8633,0.8362
Train3Val_ProteinGym,cls,prot,None,esm1b_650m,Hybrid_Concat_XGBoost,0.7887,0.7643,0.7768,0.7988,0.7705,0.5748,0.8633,0.8362
Train3Val_ProteinGym,cls,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Gating,0.7894,0.7997,0.7188,0.8488,0.7571,0.5747,0.8683,0.844
Train3Val_ProteinGym,cls,dna_prot,nt_v3_650m,esm1b_650m,Hybrid_Gating_XGBoost,0.7887,0.7658,0.7738,0.8012,0.7698,0.5746,0.8598,0.838
Train3Val_ProteinGym,mean,dna_prot,nt_v1_500m,esm1b_650m,Pure_XGBoost_Concat,0.7867,0.7472,0.8051,0.7712,0.7751,0.5742,0.8714,0.8465
Train3Val_ProteinGym,mean,dna_prot,nt_v3_650m,esm1b_650m,Pure_XGBoost_Concat,0.7867,0.7472,0.8051,0.7712,0.7751,0.5742,0.8707,0.8494
Train3Val_ProteinGym,cls,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Transformer,0.7874,0.8188,0.686,0.8725,0.7466,0.5724,0.8652,0.8312
Train3Val_ProteinGym,mean,dna_prot,nt_v2_500m,esm1b_650m,Hybrid_Gating_XGBoost,0.7867,0.7543,0.7902,0.7837,0.7718,0.5723,0.866,0.8462
Train3Val_ProteinGym,cls,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_CrossAttn,0.7874,0.8122,0.6949,0.865,0.749,0.5717,0.8549,0.8291
Train3Val_ProteinGym,mean,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Transformer,0.788,0.7894,0.7307,0.8362,0.7589,0.5717,0.8717,0.8475
Train3Val_ProteinGym,center,dna_prot,nt_v1_500m,esm1b_650m,PyTorch_Concat,0.786,0.7532,0.7902,0.7825,0.7712,0.571,0.8719,0.8595
Train3Val_ProteinGym,mean,dna_geom_prot,nt_v2_500m,esm1b_650m,PyTorch_Concat,0.7779,0.7111,0.8646,0.705,0.7804,0.5709,0.862,0.8296
